구분(지역),관리센터명,센터유형,연락처,주소,주소(세)
서울,교남공동생활가정1호,장애인복지시설,02-2602-3384,서울특별시 강서구 까치산로16길 21 (화곡동),301호
서울,구립서초노인요양센터,노인복지시설,02-597-5008,서울 서초구 서초동 ,380-4
경북,덕곡지역아동센터,아동복지시설,054-434-9133,경상북도 김천시 덕곡동 무실6길 36,
대구,달구벌장애인자립생활센터,장애인복지시설,053-633-8001,대구 달서구 구마로 251 (성당동),대성빌딩 3층
서울,신림성모성당데이케어센터,노인복지시설,02-877-3327,서울 관악구 봉천로18길 12 (신림동),신림성모성당데이케어센터
강원,사회복지법인 대관령한우복지재단,기타,033-332-8005,강원도 평창군 평창읍 하리 ,275번지(도로명 : 백오로 9)
서울,서울시사회복지관협회,사회복지분야 법인/단체,02-3789-9060,서울 중구 예장동 ,8-20 3층
서울,행운동성당데이케어센터,노인복지시설,02-875-7781,서울특별시 관악구 봉천로 421 (봉천동),3층
서울,강남구다문화가족지원센터,사회복지분야 법인/단체,02-3414-3346,서울 강남구 개포동 ,14-2 강남구건강가정지원센터내 4층
서울,하늘소,장애인복지시설,070-7517-0281,서울 양천구 신월동 ,76-3 2층
경남,밀양시다문화가족지원센터,기타,055-351-4404,경상남도 밀양시 밀양대로 2089,희망나눔봉사센터 1층 밀양시다문화가족지원센터
경남,북부지역아동센터,아동복지시설,055-324-3554,경남 김해시 구산동 ,257 백조상가 3층 3호
경남,성요셉노인요양원,노인복지시설,055-365-1910,경남 양산시 명동   ,124
경남,성요셉소규모노인종합센터,노인복지시설,055-365-1910,경남 양산시 명동   ,124-3
경남,금강노인문화센터,노인복지시설,055-247-8445,경남 창원시 마산회원구 회원1동 ,Apr-45
경기,그림뜰노인전문요양센터,노인복지시설,031-684-1006,경기 평택시 안중읍현화리 ,424-12
경기,파주연세요양센터2,노인복지시설,031-959-9592,경기도 파주시 적성면 율포리 ,166-1
세종,세종요양병원,보건의료,044-881-1711,세종특별자치시   구석뜸길 140,
제주,에코소랑,장애인복지시설,064-732-2288,제주 서귀포시 토평동   ,2895
인천,인천노인종합문화회관,노인복지시설,032-457-5357,인천광역시 남동구 용천로205번길,21
인천,강화필병원,보건의료,032-937-0321,인천 강화군 불은면덕성리 ,Feb-99
경북,아성금오실버요양원,노인복지시설,054-450-4500,경상북도 구미시 선기동,155-23 아성금오실버요양원
경북,목장지역아동센터,아동복지시설,054-454-5128,경북 구미시 송정동   ,468-1
경북,누리빛지역아동센터,아동복지시설,054-556-1790,경북 문경시 모전동 ,65-30
경북,(사)경북시각장애인연합회칠곡지회,장애인복지시설,054-971-3113,경상북도 칠곡군 왜관읍 석전로7길,"58-1, 어울림센터 2층"
경북,구룡포지역아동센터,아동복지시설,054-284-1199,경상북도 포항시 남구 구룡포읍 구룡포길65번길 8-2,신화입시학원3층
경북,칠곡군 중증장애인 자립지원센터,장애인복지시설,054-975-1004,경북 칠곡군 북삼읍인평리 ,1100-13
서울,서울요양병원,보건의료,02-3445-7575,서울 동작구 상도4동 ,255-4 우리빌딩 3층
경북,나래지역아동센터,아동복지시설,054-439-4044,경북 김천시 성내동 ,62(항도상가2층)
경북,군위노인복지센터,노인복지시설,054-382-1300,경상북도 군위군 군위금성로 140,군위노인복지센터
전북,장수군사회복지협의회,시군구협의회,063-784-7070,전북 장수군 장수읍 호비로 10,군청구민원실
전북,부안군사회복지협의회,시군구협의회,063-582-0101,전북 부안군 상서면감교리 ,784-2
서울,서초열린세상,정신요양시설,02-3477-9817,서울 서초구 잠원동 ,60-5번지 410호
서울,사회복지법인 함께걷는아이들,사회복지분야 법인/단체,02-522-7935,서울특별시 서초구 서초동  ,1327 서초타운트라팰리스 801호
인천,인천부평사랑회 지역아동센터,아동복지시설,032-518-3360,인천 부평구 항동로 27 (부개동),서진빌딩 3층
광주,해오름노인전문요양원,노인복지시설,062-954-9669,광주 광산구 양산동 ,316-1
충남,의료법인 청목의료재단,보건의료,041-951-8114,충남 서천군 판교면판교리 ,407-1
서울,강북재가노인지원센터,노인복지시설,02-945-9988,서울특별시 강북구 삼양로,579 화성빌딩 2층
서울,서울지역아동센터,아동복지시설,02-432-9004,서울특별시 중랑구 겸재로35길 38 (면목동),서울지역아동센터
서울,한사랑지역아동센터,아동복지시설,02-499-0971,서울특별시 광진구 동일로54길 20 (군자동),군자동 144-7
서울,포이에마자립생활센터,장애인복지시설,02-481-0549,서울 강동구 천중로39길 42-1 (천호동),101호
충남,꽃때말지역아동센터,아동복지시설,041-7532-6584,충남 금산군 남일면신동리 ,36번지
대구,사회복지법인 상록수재단,사회복지분야 법인/단체,053-652-5300,대구 달서구 문화회관3길 25 (장기동),380-2번지
경북,(주) 실버천사,노인복지시설,054-282-7922,경상북도 포항시 남구 문예로,75
경북,용성지역아동센터,아동복지시설,070-8814-6616,경북 경산시 용성면당리리 ,118-3번지
경북,윤성지역아동센터,아동복지시설,053-853-3336,경상북도 경산시 진량읍 선화로20길 23,윤성지역아동센터
경북,사랑의쉼터,장애인복지시설,054-474-9388,경북 구미시 도개면 용산가산길 35,사랑의 쉼터
경북,다울지역아동센터,아동복지시설,054-461-7574,경상북도 구미시 신평동 신비로3길,"37-13, 3층"
대구,희망나눔지역아동센터,아동복지시설,070-4088-1217,대구 달성군 논공읍 논공로 697-9,달성군종합사회복지관
대구,대구서문복지재단,사회복지분야 법인/단체,053-554-1134,대구광역시 중구 대신동 달성공원로4길,30
대구,학산보호작업장,장애인복지시설,053-634-9191,대구 달서구 성서동로53안길 45 (갈산동),1층
충북,충북북부아동보호전문기관,아동복지시설,043-645-0943,충북 제천시 청전대로 118 (청전동),2층 충북북부아동보호전문기관
경북,황상지역아동센터,아동복지시설,054-600-5080,경북 구미시 황상동 ,110번
서울,성암복지재단 강동지역아동복지센터,아동복지시설,02-482-9810,서울특별시 강동구 천호동 구천면로68길,46
서울,교남소망의집,장애인복지시설,02-2602-3880,서울특별시 강서구 까치산로22길,38
경남,사회복지법인 상남복지재단,장애인복지시설,070-8639-2701,경상남도 창원시 성산구 사파동 신사로,173
경남,명진노인통합지원센터,노인복지시설,055-271-6023,경상남도 창원시 마산합포구 구산면 마전길,335-1
경남,창원여성의전화 부설 창원성폭력상담소,여성복지시설,055-283-8322,경남 창원시 의창구 신월동 ,68-1 토월복합상가 725호
경남,사회복지법인 풍성복지재단,노인복지시설,055-252-6389,경상남도 창원시 의창구 대산면 진산대로 288,
경기,"용인시중장기청소년쉼터(여자,푸른꿈)",아동복지시설,031-264-7733,경기도 용인시 수지구 풍덕천로189번길,04월 11일
경기,베스트케어복지센터,노인복지시설,031-305-5321,경기 수원시 권선구 세류2동 ,1028-4
경기,안녕지역아동센터,아동복지시설,031-223-4252,경기 화성시 안녕동   ,37-156번지
경기,두리하나지역아동센터,아동복지시설,031-356-7761,경기 화성시 남양동 ,556번지 2층
경기,평화복지선교회 평화원,장애인복지시설,031-676-9947,경기 안성시 보개면 보개원삼로 735,평화원
경기,애덕가정,노인복지시설,031-358-4363,경기 화성시 우정읍이화리 ,1045-12
경기,사회복지법인 주내자육원 우리자리,기타,031-958-7018,경기도 파주시 법원읍 술이홀로1333번길 67,
경기,양주시사회복지협의회,시군구협의회,031-857-7973,경기 양주시 평화로1475번길 49 (덕계동),덕계공원 관리동
경기,성요셉의집,노인복지시설,031-773-3600,경기도 양평군 용문면 상망길 180,성요셉의집
경기,향림재활원,장애인복지시설,031-763-2456,경기 광주시 실촌읍연곡리 ,Feb-81
충북,충북장애인단체연합회,사회복지분야 법인/단체,043-262-7201,충청북도 청주시 서원구 흥덕로,"48, 청주의료원 별관 4층"
광주,청마루 지역아동센터,아동복지시설,062-955-0726,광주 광산구 도천동 ,628 중흥아파트 상가303
광주,청소년전용지역아동센터,아동복지시설,062-521-0596,광주 북구 운암동 ,14-17번지 중흥2차아파트 상가202
전남,여수시청소년수련관,기타,070-7733-1300,전남 여수시 학동 ,65
전남,행복한집,노인복지시설,061-433-7705,전남 강진군 칠량면영동리 ,1112
전남,고흥군가족센터,여성복지시설,061-832-5399,전라남도 고흥군 고흥로,1656 새마을회관 3층
전남,금천지역아동센터,아동복지시설,061-332-7982,전남 나주시 금천면오강리 ,158-1
전남,무안실버소규모요양원,노인복지시설,061-452-8788,전라남도 무안군 무안로,322-18
전남,나주시다문화가족지원센터,여성복지시설,061-331-0709,전라남도 나주시 예향로 4075 (송월동),
전남,함께하는지역아동센터,아동복지시설,061-663-8375,전남 여수시 고소동 ,633
전남,사랑의지역아동센터,아동복지시설,061-375-9122,전남 화순군 화순읍일심리 ,871-18
전남,영암노인전문요양원,노인복지시설,061-471-1389,전남 영암군 덕진면노송리 ,963-3
전남,부름지역아동센터,아동복지시설,061-686-2907,전라남도 여수시 신기동 쌍봉로,217
전남,득량지역아동센터,아동복지시설,061-852-9959,전남 보성군 득량면 월평1길 39,월평1길39
전남,햇살장애인주간보호센터,장애인복지시설,061-373-8004,전남 화순군 화순읍일심리 ,799
전남,천사노인복지센터,노인복지시설,061-853-5055,전남 보성군 득량면 마천길 51-20,(351번지)
전남,에덴노인전문요양원,노인복지시설,061-454-8762,전남 무안군 청계면상마리 ,산 120
서울,(사) 프렌드아시아,기타,02-957-8045,서울특별시 은평구 녹번동,5-29 미래청 410호
서울,좋은친구지역아동센터,아동복지시설,02-2065-0369,서울특별시 강서구 가로공원로,237 2층
경기,(사)대한노인회가평군지회,사회복지분야 법인/단체,031-582-6063,경기 가평군 가평읍대곡1리 ,04월 13일
경기,(사)주내자육원 아름다운누리,사회복지분야 법인/단체,031-959-7008,경기도 파주시 술이홀로,1333번길 69
경기,양주시무한돌봄희망드림네트워크팀,기타,031-866-1129,경기 양주시 평화로1475번길 39 (덕계동),39 회천2동복합청사 6층
경기,하성만나지역아동센터,아동복지시설,031-988-1955,경기도 김포시 하성면 하성로,489 태양프라자 2층
전남,함평삼애원,아동복지시설,061-322-2707,전남 함평군 함평읍내교리 ,379
인천,(사)청소년복지단체하늘목장,사회복지분야 법인/단체,032-528-2216,인천 부평구 부개2동 ,197번지 201호
인천,해피타운,장애인복지시설,032-465-1540,인천 옹진군 영흥면내리 ,1116
경기,가가호호노인복지센터,노인복지시설,031-952-0188,경기도 파주시 문산읍 개포래로 52,
경기,경기북부노인보호전문기관,노인복지시설,031-821-1461,경기도 의정부시 가능로136번길,7
경기,평화의 모후원,노인복지시설,031-241-1466,경기 수원시 장안구 조원동 ,136-1
경기,소망의집,장애인복지시설,031-985-8858,경기 김포시 양촌면구래리 ,668-2
경기,나무들을 위한 숲,기타,031-852-3578,경기도 의정부시 둔야로 52 (가능동),3층 나무들을 위한 숲 지역아동센터
경기,아름다운집,노인복지시설,031-541-6700,경기 포천시 소흘읍이곡리  ,228-7
경기,군포시장애인보호작업장,장애인복지시설,031-429-1043,경기도 군포시 당정로,90 나동 304호
경기,정금등대 지역아동센터,아동복지시설,031-611-7991,경기도 평택시 지산동,846번지 (3층)
경기,가없이 좋은곳,장애인복지시설,031-958-7002,경기도 파주시 법원읍 술이홀로1333번길 69,가없이좋은곳
서울,늘사랑지역아동센터,아동복지시설,02-951-1498,서울 도봉구 창동 ,14-4 동산빌딩 401호
충북,둥지노인전문요양원,노인복지시설,043-733-1399,충북 옥천군 군북면증약리 ,128-4
서울,해피워크,장애인복지시설,02-918-9190,서울 성북구 하월곡동 ,96-155 생명의전화 4층
충북,뜰안지역아동센터,아동복지시설,043-536-9182,충북 진천군 이월면송림리 ,329
서울,청솔지역아동센터,아동복지시설,02-857-5599,서울 관악구 신사동   ,511-17 2층
충북,청주푸른학교지역아동센터,아동복지시설,043-273-0615,충청북도 청주시 서원구 쌍샘로107번길 15 (모충동),3층 
서울,아름다운브이센터,기타,070-4007-7356,서울 마포구 노고산동 ,57-26 까시빌B-101호
서울,성광지역아동센터,아동복지시설,02-911-4207,서울 성북구 정릉4동 ,1028-3 2층
충남,예수교대한성결교회 비전교회,기타,0,충남 아산시 모종동   ,594-1
서울,예수교대한성결교회 벧엘교회,기타,02-2697-0824,서울 양천구 신정4동   ,953-12 벧엘교회
충남,라파엘노인요양원,노인복지시설,041-742-6633,충남 논산시 연무읍 연무로 113,43-87(라파엘노인요양원)
대전,행복한시니어스요양병원,보건의료,042-253-5800,대전 중구 문화동 ,11-3번지
대전,보문현대실버홈,노인복지시설,042-272-5388,대전 중구 석교동 ,192-8
대전,파랑새장애인주간보호센터,장애인복지시설,070-8613-8336,대전 동구 대동 ,1-35
대전,사회복지공동모금회 대전광역시지회,기타,042-347-5177,대전광역시 서구 갈마동,"274-7 (대전일보사옥, 9층)"
강원,오대산성모요양원,노인복지시설,033-661-5030,강원도 강릉시 연곡면 진고개로 907,.
서울,서대문정담은푸드마켓,사회복지분야 법인/단체,02-3157-1377,서울 서대문구 홍제동 ,279-41
서울,신월종합사회복지관,사회복지관,070-4755-3705,서울특별시 양천구 신월동 신월로24길,19
서울,비젼학교지역아동센터,아동복지시설,070-7555-2229,서울특별시 강남구 일원1동,663번지 2층
충북,푸른나무내덕요양원,노인복지시설,043-250-0101,충청북도 청주시 청원구 공항로21번길,8
광주,예뜰지역아동센터,아동복지시설,062-361-9700,광주 남구 월산동 ,346-2(2층)
광주,행복한지역아동센터,아동복지시설,062-401-7179,광주 남구 진월동 ,323-9
광주,광주이주여성지원센터,기타,070-7502-6797,광주 광산구 옥동 ,236-3
광주,제석근로사업장,장애인복지시설,062-714-1122,광주광역시 남구 송암로24번나길,30
광주,대한적십자사 광주전남혈액원,보건의료,062-600-0623,광주 남구 서문대로 406 (송하동),대한적십자사 광주전남혈액원
광주,참좋은지역아동센터,아동복지시설,062-385-8580,광주 서구 치평동 ,1168-1 중흥아파트2차 상가201호
광주,효덕데이케어센터,노인복지시설,062-941-5004,광주광역시 광산구 우산동 우산로,133
광주,(사)한국척수장애인광주광역시협회,장애인복지시설,062-654-5999,광주광역시 남구 군분로148번길 6-5 (월산동),제일장로교회1층
광주,광주이주민건강센터,기타,062-956-3353,광주광역시 광산구 사암로 167 (우산동),우산생활건강지원센터3층  광주이주민건강센터
광주,비아미래지역아동센터,아동복지시설,062-430-1163,광주 광산구 비아동 ,703-6
광주,광주소망병원,보건의료,062-227-7775,광주 동구 용산동 ,243-63
광주,(사)한국신장장애인협회 광주협회,장애인복지시설,062-233-1222,광주 북구 우산동 ,554-32 대경빌딩 4층
경남,고성가족상담소,기타,055-673-2911,경남 고성군 고성읍동외리 ,162-1 무지개A상가 2층
경남,노량실버타운,노인복지시설,055-884-0074,경남 하동군 금남면노량리 ,110-4
경남,보이지않는손,장애인복지시설,055-673-5509,경남 고성군 삼산면장치리 ,328
경남,나눔터,장애인복지시설,055-286-3233,경상남도 창원시 성산구 월림로39번길,08월 10일
경남,진주재가노인통합지원센터,노인복지시설,055-761-7119,경남 진주시 충의로 20-16 (충무공동),410호
광주,서광병원,보건의료,062-600-8153,광주 서구 금호동 ,250-24
광주,연제지역아동센터,아동복지시설,062-574-2241,광주 북구 양산동 ,355 한국아파트 상가 204호
광주,차오름주간보호센터,장애인복지시설,062-653-7310,광주광역시 서구 양동 상무대로1224번길 7,
광주,가톨릭광주사회복지회,기타,062-510-2881,광주 북구 태봉로 23 (임동),308호
광주,광산구 수완보건지소,보건의료,062-960-8813,광주광역시 광산구 장덕로,158
광주,세계로향하는지역아동센터,아동복지시설,062-261-5037,광주 북구 동림동 ,885-14
광주,해오름지역아동센터,아동복지시설,070-7657-4309,광주 광산구 도덕동 ,380-7
광주,상록수요양원,노인복지시설,062-267-0300,광주 북구 오치동 ,946-8
서울,목련데이케어센터,노인복지시설,02-3412-2226,서울 강남구 개포동 ,02월 14일
서울,해마을주간보호센터,장애인복지시설,02-3412-7747,서울 강남구 개포동 ,14-2 강남구건강가정지원센터 1층 해마을주간보호
서울,사회복지법인 승가원,사회복지분야 법인/단체,02-1688-0750,서울특별시 성북구 개운사길 76-1 (안암동5가),사회복지법인승가원 법인사무국
서울,구세군희망나누미사업본부,사회복지분야 법인/단체,02-365-7084,서울 서대문구 북아현동   ,"183-8, 1층"
전북,남중지역아동센터,아동복지시설,063-857-7412,전북 익산시 고봉로14길 9 (영등동),(영등동 547-10번지) 1층
전북,기린보호작업장,장애인복지시설,063-244-6479,전북 전주시 덕진구 인후동1가 ,898-4
서울,한살림서울생활협동조합용산지역아동센터,아동복지시설,02-711-8111,서울특별시 용산구 청파로71길,"40, 2층"
대구,대한노인복지센터,노인복지시설,053-585-9788,대구 달성군 다사읍 달구벌대로 864,7층
서울,동안우리복지센터,장애인복지시설,02-473-0558,서울 강동구 성내동 ,520-3번지 5층
제주,한국신장장애인제주협회주간보호센터,장애인복지시설,064-751-1197,제주특별자치도 제주시 신광로 15 (연동),6층
제주,(사)한국시각장애인연합회제주시지회,사회복지분야 법인/단체,064-751-1185,제주 제주시 이도1동 ,1660
제주,(사)제주DPI,사회복지분야 법인/단체,064-757-9897,제주 제주시 이도1동 ,1660 탐라장애인종합복지관 지하1층
제주,우리하도지역아동센터,아동복지시설,064-784-2818,제주특별자치도 제주시 구좌읍 문주란로5길 5,복지화관 2층
서울,강동단기보호시설,장애인복지시설,02-428-4548,서울특별시 강동구 성내동 성내로3가길,"89, 201호"
서울,고려대학교교우회,기타,02-921-2591,서울 성북구 종암동  고려대학교교우회,29-26
서울,성북구수어통역센터,장애인복지시설,02-922-7892,서울특별시 성북구 아리랑로4길 22 (동선동4가),201호
서울,의료법인 미소들의료재단,보건의료,02-2067-9185,서울 구로구 개봉1동 ,Jan-43
서울,(사)한국장애인이워크협회,기타,070-7510-1826,서울특별시 금천구 가산동  ,371-51 한국전자협동(주)A-102호
서울,의료법인 춘혜의료재단,보건의료,02-3284-7807,서울 영등포구 대림동 ,782-3 명지춘혜병원
경기,포천시무한돌봄북부희망복지센터,기타,031-534-5163,경기도 포천시 영중면 양문로,151 주민센터2층
충남,대천요양원,노인복지시설,041-931-9930,충남 보령시 성주면성주리 ,247-14
충남,서천군장애인보호작업장,장애인복지시설,041-950-1282,충청남도 서천군 종천면 충서로302번길,Aug-88
울산,사)울산청소년교육문화공동체 함께,사회복지분야 법인/단체,052-293-7942,울산 북구 상방로 137 (연암동),2층 사)울산청소년교육문화공동체 함께
울산,사단법인 행복발전소,사회복지분야 법인/단체,052-287-5569,울산 북구 화봉동 ,449-7 3층
울산,아나율장애인보호작업장,장애인복지시설,052-227-5448,울산 북구 아진로 76 (상안동),맑은샘빌딩 B동 601호
대전,마중물,장애인복지시설,042-582-2337,대전광역시 대덕구 중리동  ,170-5번지
서울,서울이주여성디딤터,여성복지시설,02-891-2070,서울 금천구 시흥동 ,산 139-2
서울,큰나무학교지역아동센터,아동복지시설,02-923-7509,서울특별시 성북구 안암동1가 보문로30가길,41-6 안암교회 내부 큰나무학교지역아동센터
경남,통영시건강가정지원센터,기타,055-640-7742,경상남도 통영시 안개4길,"94, 통영시종합사회복지관 3층"
경남,사단법인 경남지적장애인복지협회,장애인복지시설,055-643-0555,경남 통영시 북신동 ,장골산길 46-2번지
서울,길벗둥지,장애인복지시설,070-8180-7224,서울 동대문구 전농동 ,209-96
충남,중증장애인요양원 한누리,장애인복지시설,041-642-3108,충남 홍성군 결성면성곡리 ,423-7
충남,당진시립노인요양원,노인복지시설,041-353-4042,충남 당진군 순성면봉소리 ,620-25
충남,배방지역아동센터,아동복지시설,041-548-0337,충남 아산시 배방읍북수리  ,687-29
충남,금산평화지역아동센터,아동복지시설,041-752-7922,충청남도 금산군 학평길 30-7,
충남,건양대학교,기타,041-730-5176,충남 논산시 내동건양대학교,명곡정보관 1층 사회봉사센터
충남,새터공동체,사회복지분야 법인/단체,041-754-1488,충남 금산군 추부면신평리 ,116-1
충남,논산시건강가정지원센터,사회복지분야 법인/단체,041-733-7800,충남 논산시 취암동 ,1043-14 2층 
충남,중증장애인요양시설 아름다운집,장애인복지시설,041-331-8111,충청남도 예산군 신양면 불원시왕길,79-43
충남,계룡노인복지센터,노인복지시설,042-841-4800,충남 계룡시 엄사면광석리  ,147-6
충남,구세군지역아동센터,아동복지시설,041-549-1465,충청남도 아산시 신창면 아산장미아파트 (1~8동),9동 201호
경기,가천대학교,기타,031-750-5780,경기 성남시 수정구 복정동 ,산 65
경기,사회복지법인 미리암재단,사회복지분야 법인/단체,031-256-0358,경기 수원시 장안구 조원동 ,781-7
경기,수원시중독관리통합지원센터,기타,031-256-9478,경기도 수원시 팔달구 매산로3가 매산로 89,
서울,만나지역아동센터,아동복지시설,02-438-9191,서울 중랑구 면목5동 ,151-5
충남,충무노인복지센터,노인복지시설,041-579-1675,충남 천안시 서북구 쌍용동   ,389-13 영서빌딩 1층
충남,중증장애인요양원 아이원,장애인복지시설,041-675-9981,충청남도 태안군 태안읍 안면대로,208-53
충남,미문공부방 지역아동센터,아동복지시설,041-664-8848,충남 서산시 음암면상홍리 ,171
서울,은평구립불광노인복지관,노인복지시설,02-385-3222,서울특별시 은평구 연서로32길 17-11 (불광동),2층
서울,사단법인 더 프라미스,사회복지분야 법인/단체,070-4903-8107,서울 종로구 종로 51 (종로2가),23층 108호
서울,삼양동종합복지센터,사회복지분야 법인/단체,02-945-1305,서울특별시 강북구 삼양로47길,9 삼양동종합복지센터
경기,한국청소년지원협회,기타,070-4065-9757,경기도 용인시 기흥구 보정동  ,1261-4번지.장은프라자 702-4호
경기,(사)한국농아인협회 경기도협회,사회복지분야 법인/단체,031-252-6420,경기도 수원시 장안구 팔달로237번길,9 (영화동 436-19 제일빌딩 3층)
경기,수원시장기요양지원센터,노인복지시설,031-218-7813,경기 수원시 팔달구 우만1동 ,557-1
대구,사회복지법인 신애보육원,아동복지시설,053-567-0521,대구 서구 평리6동 ,421-1번지
강원,양양군노인복지관,노인복지시설,033-673-2685,강원 양양군 양양읍연창리 ,203-2(일출로 540)
강원,태백시노인복지관,노인복지시설,033-581-5118,강원 태백시 문곡동 ,4-9 번지
대구,첨단요양병원,보건의료,053-669-1087,대구광역시 북구 대현로 19,첨단요양병원
대구,SOS아동보호센터,아동복지시설,053-756-7348,대구 수성구 무열로 171 (만촌동),636-4번지
서울,사단법인 나눔과기쁨,사회복지분야 법인/단체,070-4895-1230,서울 마포구 토정로 319 (용강동),3층
대구,대구광역시장애인복지시설협회,사회복지분야 법인/단체,053-981-4811,대구 동구 검사동   ,985-4번지 청곡빌딩 5층
전남,투게더지역아동센터,아동복지시설,061-284-6884,전라남도 목포시 옥암동 당가두로38번길 24,"101호,102호 투게더지역아동센터"
전남,참사랑요양원,노인복지시설,061-351-7777,전남 영광군 영광읍녹사리 ,03월 02일
전남,목포여성인력개발센터,여성복지시설,061-283-7535,전남 목포시 상동 ,1004-5
전남,강진군장애인종합복지관,장애인복지시설,061-433-8863,전라남도 강진군 강진읍 탐진로 37-7,강진군장애인종합복지관
전남,(사)전남장애인정보화협회,장애인복지시설,061-243-5200,전라남도 목포시 유동로11번길,16-14
인천,낙원요양원,노인복지시설,032-562-3497,인천광역시 서구 완정로10번길,06월 07일
전남,디딤돌지역아동센터,아동복지시설,061-372-0074,전남 화순군 화순읍교리 ,113-2
인천,강화꽃동네노인요양원,노인복지시설,032-930-8503,인천 강화군 양사면 덕하로114번길 71,강화꽃동네노인요양원
인천,사회복지법인 가산 (한사랑어린이집),아동복지시설,032-562-5221,인천광역시 서구 금곡동  ,봉수대로 1618 (372) 사회복지법인가산 한사랑어린이집
서울,나눔코리아,노인복지시설,02-992-8904,서울특별시 강북구 수유동 한천로,1091 두성빌딩 3층
전남,햇살지역아동센터,아동복지시설,061-726-0203,전남 순천시 팔마5길 59 (연향동),1674-13
전남,새가정지역아동센터,아동복지시설,061-284-0051,"전남 목포시 하당로 14 (상동, 꿈동산신안아파트)",110동 205호
전남,사랑나눔지역아동센터,아동복지시설,061-278-5598,전라남도 목포시 원산로145번안길 17 (연산동),1층 사랑나눔지역아동센터
전남,행복하우스,노인복지시설,061-755-9669,전라남도 순천시 서면 노은3길,9
전남,화순중앙행복한홈스쿨지역아동센터,아동복지시설,061-373-8291,전라남도 화순군 화순읍,매화동길 24-1
전남,율산지역아동센터,아동복지시설,061-726-5559,전남 순천시 연향동  코아루아파트,상가 204-205
전남,금산재가노인복지센터,노인복지시설,061-842-7855,전남 고흥군 금산면대흥리 ,693-9
전남,중앙지역아동센터,아동복지시설,061-753-8372,전라남도 순천시 감사터길 23 (중앙동),3층
전남,은빛마을,노인복지시설,061-432-5731,전남 강진군 도암면계라리 ,763
전남,완도늘푸른집,노인복지시설,061-552-0336,전남 완도군 완도읍 청해진남로23번길 15,15
경기,화성시정신건강증진센터,기타,031-369-2892,경기도 화성시 향남로 470,화성종합경기타운 실내체육관 내 1층
경남,사천노인전문요양원,노인복지시설,055-833-8829,경남 사천시 죽림동 ,150
경남,창녕군새누리노인종합센터,노인복지시설,055-526-1796,경상남도 창녕군 덕동길 55,
경남,사회복지법인 에벤에셀,노인복지시설,055-933-2917,경남 합천군 야로면월광리 ,245
경남,푸른양산장애인자립생활센터,장애인복지시설,055-362-5562,경기 안산시 단원구 번영로 123 (성곡동),지성빌딩 1층
경남,양덕2동지역아동센터,아동복지시설,055-299-6646,경남 창원시 마산회원구 양덕2동 ,164-77번지 3층
충북,청주시수어통역센터,사회복지분야 법인/단체,043-266-5616,충청북도 청주시 흥덕구 신봉동 무심서로, 851 청주시장애인종합복지센터 1층
충북,성암홈케어,노인복지시설,043-544-1026,충북 보은군 내북면성암리 ,146-3
충북,KTC평생교육원,기타,043-877-8175,충북 음성군 대소면 대동로 865,2층
충북,충북해바라기센터(아동),사회복지분야 법인/단체,043-857-1375,충북 충주시 교현2동 ,616-2 보성빌딩 4층
충북,다래동산,장애인복지시설,043-421-9800,충북 단양군 적성면현곡리 ,현곡길 26
서울,사회복지법인 밀알복지재단,사회복지분야 법인/단체,02-3411-4664,서울 강남구 수서동 ,717 한울오피스텔 2층 201호
서울,우리집데이케어센터,노인복지시설,02-6080-7828,서울 영등포구 대림동 ,864-32 대성빌딩 3층
대전,인애자립생활관,아동복지시설,042-861-8691,대전 유성구 신성남로 97 (신성동),인애자립생활관
대구,요한의집,장애인복지시설,053-963-7564,대구 동구 각산동   ,896번지
서울,(재)함께일하는재단,사회복지분야 법인/단체,02-330-0711,서울 마포구 월드컵북로6길 36 (동교동),함께일하는재단
대전,시온마을 사랑의집 ,장애인복지시설,042-271-9423,대전 동구 대성동 ,삼익세라믹105-502
대전,대덕구시니어클럽,노인복지시설,042-633-8012,대전 대덕구 대전로1032번길 51 (오정동),1층
대전,플래티늄 서부 노인요양원,노인복지시설,042-716-2000,대전 서구 도산로 51 (도마동), 6층 
대전,대정지역아동센터,아동복지시설,042-321-8132,대전 유성구 대정동 ,139-4번지 2층 
대전,대전광역시어린이회관,기타,042-824-5500,대전 유성구 노은동 ,270 월드컵 경기장 동관 1층 
대전,한가정,장애인복지시설,042-488-0803,대전 서구 남선로60번길 45 (탄방동),이화빌라 302호
대전,대전광역시립 제2 노인전문병원,보건의료,042-272-9633,대전 동구 하소동 ,425-3번지 
대전,한솔노인복지센터,노인복지시설,042-525-9898,대전 서구 정림동 ,414번지 한솔요양원
대전,새출발 축복의집 노인요양원,노인복지시설,042-256-3756,대전 중구 부사동 ,414-2
대전,산내노인종합센터,노인복지시설,042-285-6800,대전광역시 동구 낭월동 산내로1287번길,73
대구,달서좋은이웃지역아동센터,아동복지시설,053-292-8169,대구 달서구 와룡로 262-1 (죽전동), 2층
경기,동수원노인전문요양원,노인복지시설,031-212-2929,경기도 용인시 기흥구 흥덕2로87번길 17 (영덕동),세림프라자 6층
경기,애덕의집 보호작업장,장애인복지시설,031-962-5802,경기도 고양시 덕양구 혜음로 283 (벽제동),애덕의집보호작업장
